Kode,Nama,Air,Energi,Protein,Lemak,Karbohidrat,Serat,Abu,Kalsium,Fosfor,Besi,Natrium,Kalium,Tembaga,Seng,Retinol,?-karoten,Karoten,Thiamin,Riboflavin,Niasin,Vitamin C,BDD,Olahan,Makanan,TKPI 2019
CR032,"Kacang tanah, kering",9.6,525.0,27.9,42.7,17.4,2.4,2.4,316.0,456.0,5.7,31.0,466.5,1.55,1.9,0.0,0.0,30.0,0.44,0.27,1.4,0.0,100.0,Tunggal,Kacang,KZGPI-l990
CR033,"Kacang tolo / tunggak, kering",13.5,331.0,24.4,1.9,56.6,1.6,3.6,481.0,399.0,13.9,15.0,7.8,1.03,5.9,0.0,65.0,0.0,0.06,0.2,4.3,0.0,100.0,Tunggal,Kacang,KZGPI-l990
CR034,"Kacang tunis, kering",10.5,351.0,12.2,1.2,72.9,29.5,3.2,120.0,220.0,6.9,1.0,0.0,1.4,2.9,0.0,0.0,0.0,0.57,0.13,2.5,0.0,100.0,Tunggal,Kacang,KZGMI-2001
CR035,"Kacang uci, kering",9.9,358.0,23.4,2.4,60.6,7.4,3.7,269.0,264.0,0.5,13.0,0.0,0.35,0.0,0.0,20.0,0.0,0.1,0.2,2.5,2.0,100.0,Tunggal,Kacang,KZGPI-l990
CR036,"Kacang urei, kering",12.8,354.0,12.8,1.8,69.3,26.1,3.3,220.0,220.0,5.1,1.0,0.0,0.7,3.1,0.0,0.0,0.0,0.55,0.05,3.5,0.0,0.0,Tunggal,Kacang,KZGMI-2001
CR037,"Kenari banda, kering",13.0,616.0,13.9,56.2,13.7,0.0,3.2,0.0,380.0,1.4,11.0,460.0,1.1,3.2,0.0,90.0,0.0,0.83,0.08,0.5,0.0,100.0,Tunggal,Kacang,KZGMI-2001
CR038,"Kenari, kering",3.0,657.0,15.0,66.0,13.0,0.0,3.0,92.0,691.0,7.7,3.0,505.8,0.97,3.0,0.0,0.0,0.0,0.42,0.09,0.5,0.0,100.0,Tunggal,Kacang,DABM-1964
CR039,"Komak polong, segar",74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,0.0,5.0,0.0,0.13,0.03,0.2,0.0,100.0,Tunggal,Kacang,KZGMI-2001
CR040,"Koro andong, kering",10.8,356.0,20.5,4.1,61.6,7.0,3.0,150.0,272.0,6.2,18.0,301.8,0.73,2.8,0.0,0.0,0.0,0.29,0.02,1.4,1.0,100.0,Tunggal,Kacang,KZGPI-1990
CR041,"Koro benguk, biji, kering",15.0,332.0,24.0,3.0,55.0,5.6,3.0,30.0,200.0,2.0,42.0,389.2,1.25,8.7,0.0,0.0,70.0,0.3,0.12,1.7,0.0,95.0,Tunggal,Kacang,DABM-1964
CR042,"Koro kerupuk, biji, segar",67.2,125.0,8.3,0.7,22.1,2.2,1.7,17.0,12.0,2.7,16.0,150.3,0.48,3.4,0.0,0.0,80.0,0.11,0.04,1.1,31.0,68.0,Tunggal,Kacang,DABM-1964
CR043,"Koro loke, biji, segar",88.6,33.0,2.7,0.2,7.9,3.5,0.6,60.0,40.0,2.0,2.0,38.6,0.09,0.4,0.0,0.0,40.0,0.1,0.0,0.2,0.0,95.0,Tunggal,Kacang,DABM-1964
CR044,"Koro roay, kering",13.0,344.0,12.5,2.1,69.4,7.5,3.0,70.0,103.0,4.4,18.0,294.3,0.72,2.7,0.0,0.0,28.0,0.11,0.21,1.4,1.0,100.0,Tunggal,Kacang,KZGPI-1990
CR045,"Koro wedus, biji, kering",11.8,338.0,22.2,1.5,61.0,5.8,3.5,88.0,395.0,3.5,43.0,403.8,1.3,9.1,0.0,0.0,0.0,0.62,0.12,1.8,0.0,100.0,Tunggal,Kacang,DABM-1964
CR046,"Lamtoro biji, muda, segar",77.4,85.0,5.7,0.3,15.4,10.8,1.2,180.0,53.0,2.7,35.0,485.7,0.02,1.4,0.0,0.0,423.0,0.08,1.15,1.0,15.0,100.0,Tunggal,Kacang,DABM-1964
CR047,"Lamtoro biji, tua, segar",61.4,148.0,10.6,0.5,26.2,17.0,1.3,155.0,59.0,2.2,28.0,628.6,0.03,2.4,0.0,0.0,416.0,0.23,0.49,2.8,20.0,100.0,Tunggal,Kacang,DABM-1964
CR048,Lamtoro var. gung tanpa kulit,10.2,367.0,46.4,5.4,32.5,2.6,4.4,136.0,441.0,23.3,65.0,0.0,0.07,5.6,0.0,0.0,18.9,0.06,1.15,1.0,9.0,100.0,Tunggal,Kacang,KZGPI-1990
CR049,Lamtoro var. lokal dengan kulit,13.5,336.0,23.8,1.2,59.7,15.4,1.8,867.0,321.0,1.5,134.0,0.0,0.07,5.4,0.0,0.0,321.0,0.15,1.34,0.9,16.0,100.0,Tunggal,Kacang,KZGPI-1990
CR050,"Nangka, biji, segar",57.7,165.0,4.2,0.1,36.7,1.8,1.3,33.0,200.0,1.0,69.0,179.0,0.12,0.2,0.0,0.0,0.0,0.2,0.03,1.4,10.0,75.0,Tunggal,Kacang,DABM-1964
CR051,"Saga merah terkupas, mentah",8.1,449.0,30.6,25.5,31.9,3.5,3.9,1.062,161.0,14.2,66.0,0.0,0.07,5.7,0.0,9.0,107.0,0.09,1.5,10.9,7.0,100.0,Tunggal,Kacang,KZGPI-1990
CR052,"Wijen, mentah",5.8,568.0,19.3,51.1,18.1,3.6,5.8,1.125,614.0,9.5,18.0,303.7,4.16,7.9,0.0,15.0,0.0,0.93,0.2,5.7,0.0,100.0,Tunggal,Kacang,DABM-1964
DP001,"Bayam, kukus",90.7,30.0,1.3,0.7,5.8,1.2,1.6,239.0,35.0,5.7,15.0,431.0,0.1,0.3,0.0,2.699,3.75,0.02,0.1,0.9,32.0,100.0,Olahan,Sayur,KZGPI-1990
DP002,"Bayam, rebus",93.5,23.0,1.2,0.6,3.7,1.1,1.0,150.0,35.0,0.5,16.0,308.4,0.2,0.3,0.0,3.282,2.864,0.02,0.1,0.9,19.0,100.0,Olahan,Sayur,KZGPI-1990
DP003,"Buncis, rebus",90.6,30.0,2.2,0.2,6.4,1.5,0.6,107.0,47.0,0.5,7.0,138.9,0.1,0.3,0.0,1.0,402.0,0.01,0.29,2.0,8.0,100.0,Olahan,Sayur,KZGPI-1990
DP004,"Daun kacang panjang, kukus",87.2,40.0,3.7,0.3,8.0,1.8,0.8,111.0,66.0,3.7,6.0,419.5,0.2,0.3,0.0,2.645,5.781,0.15,0.2,0.9,11.0,100.0,Olahan,Sayur,KZGPI-1990
DP005,"Daun katuk, rebus",83.3,53.0,5.3,0.9,9.1,1.2,1.4,185.0,102.0,3.1,16.0,291.3,0.3,1.3,0.0,11.131,9.0,0.0,0.3,2.2,66.0,100.0,Olahan,Sayur,KZGPI-1990
DP006,"Daun kelor, rebus",80.3,61.0,6.1,0.9,10.0,0.9,2.6,255.0,36.0,2.1,45.0,181.2,0.1,0.6,0.0,3.972,6.071,0.1,0.1,4.0,13.0,100.0,Olahan,Sayur,KZGPI-1990
DP007,"Daun mengkudu, kukus",81.6,63.0,3.8,1.5,11.5,2.4,1.6,300.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.9,0.08,0.1,5.2,11.0,100.0,Olahan,Sayur,KZGPI-1990
DP008,"Daun singkong, rebus",90.5,31.0,3.7,0.6,4.8,1.6,0.4,160.0,50.0,2.6,13.0,14.0,0.1,2.0,0.0,3.897,4.15,0.02,0.1,1.7,34.0,100.0,Olahan,Sayur,KZGPI-1990
DP009,"Daun talas, rebus",91.6,27.0,1.3,0.2,5.9,1.6,1.0,119.0,41.0,1.4,3.0,519.4,0.5,0.5,0.0,4.641,2.682,0.0,0.6,1.9,7.0,100.0,Olahan,Sayur,KZGPI-1990
DP010,"Daun ubi merah, kukus",82.5,56.0,3.1,0.3,13.0,1.5,1.1,78.0,52.0,4.3,28.0,472.8,0.1,0.4,0.0,5.277,5.397,0.0,0.2,1.1,14.0,100.0,Olahan,Sayur,KZGPI-1990
DP011,"Kacang panjang, kukus",88.2,39.0,3.0,0.6,7.6,1.7,0.6,100.0,91.0,1.2,28.0,199.0,0.11,0.5,0.0,131.0,205.0,0.02,0.1,0.3,20.0,100.0,Olahan,Sayur,KZGPI-1990
DP012,"Kacang panjang, rebus",90.9,30.0,2.3,0.4,5.8,1.4,0.6,71.0,68.0,0.8,24.0,114.5,0.1,0.4,0.0,128.0,162.0,0.0,0.07,0.2,15.0,100.0,Olahan,Sayur,KZGPI-1990
DP013,"Kangkung, kukus",90.4,30.0,3.2,0.7,4.7,1.8,1.0,70.0,49.0,4.4,45.0,184.9,0.1,0.4,0.0,2.37,5.837,0.03,0.28,1.4,11.0,100.0,Olahan,Sayur,KZGPI-1990
DP014,"Kangkung, rebus",93.0,22.0,2.5,0.6,3.1,1.2,0.8,50.0,51.0,3.5,31.0,98.0,0.1,0.3,0.0,2.37,4.325,0.01,0.22,1.2,13.0,100.0,Olahan,Sayur,KZGPI-1990
DP015,"Paria putih, kukus",95.0,16.0,0.8,0.2,3.4,1.2,0.6,16.0,33.0,0.5,4.0,236.0,0.0,0.7,0.0,187.0,65.0,0.15,0.04,0.3,35.0,100.0,Olahan,Sayur,KZGPI-1990
DP016,"Selada, rebus",93.5,19.0,2.7,0.2,2.9,0.7,0.7,83.0,74.0,1.4,24.0,160.7,0.05,0.3,0.0,2.499,3.7,0.08,0.2,0.6,27.0,100.0,Olahan,Sayur,KZGPI-1990
DP017,"Taoge, goreng",79.2,88.0,3.2,2.1,14.0,0.7,1.5,168.0,50.0,5.7,0.0,0.0,0.0,0.0,2.0,0.0,613.0,0.05,0.0,0.0,0.0,100.0,Olahan,Sayur,KZGPI-1990
DP018,"Taoge, seduh",91.9,28.0,3.0,0.8,4.0,1.0,0.3,52.0,73.0,0.5,18.0,58.3,0.19,0.4,0.0,46.0,18.0,0.1,0.0,0.9,2.0,87.0,Olahan,Sayur,KZGPI-1990
DP019,"Terung panjang, kukus",92.7,23.0,1.8,0.1,4.9,0.4,0.5,40.0,13.0,0.5,9.0,57.0,67.1,0.2,0.0,99.0,20.0,0.0,0.07,0.7,1.0,100.0,Olahan,Sayur,KZGPI-1990
DP020,"Wortel, rebus",92.1,28.0,0.7,0.5,6.3,0.8,0.4,46.0,28.0,0.6,41.0,117.3,0.1,0.2,0.0,3.824,5.396,0.01,0.03,0.7,12.0,100.0,Olahan,Sayur,KZGPI-1990
DP021,"Wortel, kukus",89.5,37.0,1.0,0.6,8.3,1.1,0.6,44.0,30.0,0.6,43.0,122.5,0.11,0.3,0.0,3.994,7.15,0.02,0.03,0.8,14.0,100.0,Olahan,Sayur,KZGPI-1990
DP022,"Asinan Bogor, sayuran",78.0,98.0,3.9,2.6,14.8,0.5,0.7,314.0,17.0,1.2,483.0,0.0,0.0,0.0,10.0,0.0,146.0,0.28,0.0,0.0,5.0,100.0,Olahan,Sayur,KZGMS-1993
DP023,"Anyang, sayur",76.9,126.0,3.4,7.9,10.3,5.4,1.5,180.0,1.0,2.9,290.0,181.0,0.3,1.2,0.0,3.263,0.0,0.2,0.0,0.0,0.0,100.0,Olahan,Sayur,KZGMI-2001
DP024,"Ares, sayur",77.7,113.0,0.9,7.2,11.2,4.7,3.0,63.0,5.0,1.5,1.413,0.0,0.7,3.8,0.0,6.0,0.0,0.1,0.0,0.5,0.0,100.0,Olahan,Sayur,KZGMI-2001
DP025,Arwan sirsir,59.0,277.0,2.4,25.0,10.7,4.6,2.9,120.0,40.0,2.4,240.0,320.0,0.2,0.9,0.0,1.578,0.0,0.1,0.2,0.0,11.0,100.0,Olahan,Sayur,KZGMI-2001
DP026,Beberuk,89.1,65.0,1.1,5.2,3.5,3.1,1.1,179.0,72.0,8.3,53.0,427.0,0.4,0.2,0.0,44.0,0.0,0.3,0.0,4.4,0.0,100.0,Olahan,Sayur,KZGMI-2001
DP027,Botok lamtoro,63.9,186.0,11.7,9.7,13.0,2.1,2.2,771.0,322.0,26.0,0.0,0.0,0.0,0.0,18.0,0.0,179.0,0.27,0.0,0.0,2.0,100.0,Olahan,Sayur,KZGPI-1990
DP028,Buntil daun talas,74.5,141.0,4.4,10.2,8.0,1.8,3.0,149.0,121.0,14.5,0.0,0.0,0.0,0.0,13.0,0.0,8.61,0.25,0.0,0.0,1.0,100.0,Olahan,Sayur,KZGPI-1990
DP029,Cammetutu,79.6,102.0,3.2,6.0,8.7,4.3,2.5,41.0,93.0,0.5,443.0,518.0,0.3,0.7,0.0,1.123,0.0,0.3,0.4,0.4,19.0,100.0,Olahan,Sayur,KZGMI-2001
DP030,"Cap cai, sayur",82.7,97.0,5.8,6.3,4.2,0.6,1.0,287.0,89.0,1.8,405.0,0.0,0.0,0.0,45.0,0.0,1.64,0.21,0.0,0.0,1.0,100.0,Olahan,Sayur,KZGMS-1993
DP031,Gado-gado,68.5,137.0,6.1,3.2,21.0,1.1,1.5,301.0,135.0,7.5,0.0,0.0,0.0,0.0,3.0,0.0,5.929,0.1,0.0,0.0,1.0,100.0,Olahan,Sayur,KZGPI-1990
DP032,"Gudeg, sayur",69.2,160.0,3.3,9.2,16.0,2.3,2.1,62.0,55.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.15,0.0,0.0,0.0,100.0,Olahan,Sayur,KZGPI-1990
DP033,Gulai pakis,76.1,143.0,4.0,11.4,6.0,1.4,2.6,548.0,124.0,1.7,0.0,0.0,0.0,0.0,11.0,0.0,9.802,0.35,0.0,0.0,1.0,100.0,Olahan,Sayur,KZGPI-1990
DP034,Gulai pliek,71.9,176.0,7.3,14.9,3.2,0.0,2.7,39.0,54.0,1.4,257.0,285.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Sayur,KZGMI-2001
DP035,Kadada katembe,80.0,110.0,4.5,6.9,7.1,3.9,1.5,26.0,77.0,0.0,178.0,131.0,0.2,0.7,0.0,46.0,0.0,0.1,0.0,3.7,23.0,100.0,Olahan,Sayur,KZGMI-2001
DP036,"Kaparende, sayur",91.7,38.0,2.4,2.0,2.6,1.5,1.3,126.0,68.0,0.0,170.0,43.0,0.0,0.3,0.0,40.0,0.0,0.1,0.0,3.7,22.0,100.0,Olahan,Sayur,KZGMI-2001
DP037,"Karedok, sayur",79.0,92.0,2.2,3.3,14.1,1.4,1.4,174.0,85.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,3.0,100.0,Olahan,Sayur,KZGPI-1990
DP038,Keripik bayam,2.3,586.0,4.9,40.6,50.2,0.5,1.9,236.0,117.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,4.544,0.16,0.0,0.0,0.0,100.0,Olahan,Sayur,KZGPI-1990
DP039,Kotiu hinela tawang nggole,88.4,46.0,2.2,1.5,6.0,3.8,1.9,64.0,44.0,0.0,316.0,103.0,1.6,0.8,0.0,75.0,0.0,0.3,0.0,9.7,7.0,100.0,Olahan,Sayur,KZGMI-2001
DP040,Lema/Rebung asam,96.3,15.0,1.0,0.4,1.9,0.0,0.4,17.0,230.0,2.9,3.0,156.0,0.1,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0,Olahan,Sayur,KZGMI-2001
DP041,Lilin bungkus gedi,84.8,79.0,2.3,5.2,5.8,2.5,1.9,170.0,70.0,0.9,170.0,50.0,0.2,0.8,0.0,0.0,0.0,0.2,0.1,0.0,18.0,100.0,Olahan,Sayur,KZGMI-2001
DP042,Olah-olah,83.9,9.0,2.1,6.0,7.1,4.4,0.9,26.0,3.0,1.2,289.0,266.0,0.3,0.6,0.0,36.0,0.0,0.2,0.1,0.4,0.0,100.0,Olahan,Sayur,KZGMI-2001
DP043,Paku hinela wulelenggapaya,83.4,77.0,3.5,4.6,5.4,3.6,3.1,63.0,85.0,0.0,469.0,37.0,0.3,0.7,0.0,55.0,0.0,0.8,0.1,0.2,4.0,100.0,Olahan,Sayur,KZGMI-2001
DP044,Pelecing kangkung,83.8,75.0,2.5,2.8,10.0,5.4,0.9,36.0,3.0,2.1,408.0,381.0,0.1,0.4,0.0,870.0,0.0,0.7,0.0,0.2,12.0,100.0,Olahan,Sayur,KZGMI-2001
DP045,Purundawa,91.8,25.0,1.5,0.5,3.6,1.7,2.6,147.0,39.0,0.0,239.0,201.0,0.1,0.6,0.0,55.0,0.0,0.1,0.1,11.6,2.0,100.0,Olahan,Sayur,KZGMI-2001
DP046,Rujak cingur,70.1,153.0,11.3,8.4,8.0,1.4,1.4,256.0,143.0,4.4,0.0,0.0,0.0,0.0,18.0,0.0,2.88,0.16,0.0,0.0,2.0,100.0,Olahan,Sayur,KZGPI-1990
DP047,Sayur asem,93.2,29.0,0.7,0.6,5.0,0.6,0.8,40.0,61.0,3.1,0.0,0.0,0.0,0.0,14.0,0.0,2.075,0.1,0.0,0.0,0.3,100.0,Olahan,Sayur,KZGPI-1990
DP048,Sayur bunga pepaya,83.4,49.0,1.7,0.3,9.8,2.7,2.1,220.0,220.0,1.3,90.0,350.0,0.1,0.1,0.0,372.0,0.0,0.0,0.1,0.0,0.0,100.0,Olahan,Sayur,KZGMI-2001
DP049,Sayur garu,70.8,178.0,2.6,13.9,10.6,8.4,2.1,30.0,130.0,0.9,20.0,120.0,0.1,0.3,0.0,0.0,0.0,0.2,0.1,0.0,9.0,100.0,Olahan,Sayur,KZGMI-2001
DP050,Sayur kohu-kohu,72.8,133.0,7.3,6.6,11.2,1.2,2.1,40.0,120.0,0.2,20.0,50.0,0.1,0.3,0.0,944.0,0.0,0.2,0.2,0.0,9.0,100.0,Olahan,Sayur,KZGMI-2001
DP051,Sayur lilin-terubuk,90.4,36.0,2.7,0.7,4.8,1.4,1.4,10.0,90.0,0.1,30.0,44.0,0.2,1.0,0.0,0.0,0.0,0.3,0.2,0.0,18.0,100.0,Olahan,Sayur,KZGMI-2001
DP052,Sayur ndusuk,87.5,49.0,3.1,2.5,3.6,0.0,3.1,11.0,6.0,0.5,1.011,88.0,0.0,0.2,0.0,0.0,0.0,0.2,0.1,0.0,15.0,100.0,Olahan,Sayur,KZGMI-2001
DP053,Sayur sop,92.7,27.0,1.3,2.0,1.0,0.3,2.7,168.0,57.0,1.8,0.0,0.0,0.0,0.0,20.0,0.0,2.569,0.1,0.0,0.0,0.2,100.0,Olahan,Sayur,KZGPI-1990
DP054,Sayur umbut kelapa,85.5,67.0,5.2,2.9,5.1,1.4,1.3,48.0,81.0,3.2,313.0,108.0,0.2,1.1,0.0,21.0,0.0,0.2,0.0,0.0,5.0,100.0,Olahan,Sayur,KZGMI-2001
DP055,Sayur umbut rotan,87.6,57.0,5.4,2.6,3.1,1.6,1.3,184.0,135.0,1.2,256.0,81.0,0.2,0.9,0.0,18.0,0.0,0.2,0.0,0.0,6.0,100.0,Olahan,Sayur,KZGMI-2001
DP056,Shabu-shabu,87.1,88.0,3.2,8.0,0.8,0.9,0.9,217.0,48.0,2.9,514.0,0.0,0.0,0.0,82.0,0.0,2.0,0.2,0.0,0.0,0.0,100.0,Olahan,Sayur,KZGMS-1993
DP057,Semur jengkol,52.7,212.0,6.0,10.0,29.1,0.0,2.2,77.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.14,0.0,0.0,4.0,100.0,Olahan,Sayur,KZGMS-1993
DP058,Tinira ninahu nggaluku,91.8,33.0,1.2,1.3,4.1,3.1,1.5,35.0,35.0,0.0,161.0,119.0,0.2,0.7,0.0,6.0,0.0,0.3,0.0,3.5,10.0,100.0,Olahan,Sayur,KZGMI-2001
DP059,Tumis bayam bersantan,91.2,48.0,1.4,4.2,2.6,0.5,0.6,129.0,27.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.988,0.01,0.0,0.0,22.0,100.0,Olahan,Sayur,KZGPI-1990
DP060,Waluh balamak,89.4,45.0,0.8,0.9,8.1,7.9,1.0,25.0,25.0,0.5,61.0,15.0,0.0,0.2,0.0,1.241,0.0,0.2,0.0,0.1,2.0,100.0,Olahan,Sayur,KZGMI-2001
DP061,Woku ubi,73.0,143.0,3.1,7.8,15.0,7.0,1.1,195.0,91.0,2.8,353.0,256.0,0.3,1.0,0.0,1.519,0.0,0.1,0.0,0.0,15.0,100.0,Olahan,Sayur,KZGMI-2001
DR001,"Akar tonjong, segar",86.7,45.0,1.1,0.4,10.8,1.2,1.0,72.0,125.0,1.3,96.0,0.0,0.02,0.2,0.0,83.0,90.0,0.02,0.03,1.9,2.0,100.0,Tunggal,Sayur,KZGPI-1990
DR002,"Ale,toge, segar",90.6,37.0,4.4,0.5,3.8,1.7,0.7,50.0,248.0,2.0,2.0,105.0,0.16,0.4,0.0,0.0,35.0,0.02,0.09,0.6,46.0,90.0,Tunggal,Sayur,KZGPI-1990
DR003,"Andaliman, segar",74.2,99.0,4.6,1.0,18.0,8.5,2.2,383.0,107.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.0,0.0,0.0,15.0,100.0,Tunggal,Sayur,KZGPI-1990
DR004,"Andewi, segar",91.8,226.0,1.6,0.2,5.3,4.1,1.1,33.0,66.0,1.0,29.0,414.6,0.13,1.0,0.0,1.717,0.0,0.14,0.09,0.5,10.0,80.0,Tunggal,Sayur,DABM-1964
DR005,"Bakung, segar",92.5,27.0,2.0,0.2,4.2,3.8,1.1,19.0,20.0,0.5,37.0,340.0,0.2,0.3,0.0,1.08,0.0,0.2,0.1,0.3,42.0,100.0,Tunggal,Sayur,KZGMI-2001
DR006,"Baligo, segar",96.1,15.0,0.4,0.2,3.0,0.4,0.3,19.0,19.0,0.4,2.0,131.1,0.02,0.6,0.0,0.0,0.0,0.04,0.02,0.3,13.0,69.0,Tunggal,Sayur,DABM-1964
DR007,"Bawang bombay, segar",87.5,43.0,1.4,0.2,10.3,2.0,0.6,32.0,44.0,0.5,12.0,9.6,0.1,0.3,0.0,788.0,50.0,0.03,0.21,0.4,9.0,94.0,Tunggal,Sayur,DABM-1964
DR008,"Bayam, segar",94.5,16.0,0.9,0.4,2.9,0.7,1.3,166.0,76.0,3.5,16.0,456.4,0.13,0.4,0.0,2.699,2.293,0.04,0.1,1.0,41.0,71.0,Tunggal,Sayur,KZGPI-1990
DR009,"Bayam merah, segar",88.5,41.0,2.2,0.8,6.3,2.2,2.2,520.0,80.0,7.0,20.0,60.0,0.2,0.8,0.0,7.325,0.0,0.2,0.1,0.1,62.0,71.0,Tunggal,Sayur,KZGMI-2001
DR010,"Bit, segar",87.6,41.0,1.6,0.1,9.6,2.6,1.1,27.0,43.0,1.0,29.0,404.9,0.2,0.7,0.0,0.0,20.0,0.02,0.05,0.3,10.0,75.0,Tunggal,Sayur,DABM-1964
DR011,Buah kelor,89.5,38.0,1.5,0.2,7.5,3.2,1.3,30.0,54.0,0.0,48.0,216.0,0.0,0.2,0.0,31.0,0.0,0.1,0.1,4.1,25.0,65.0,Tunggal,Sayur,KZGMI-2001
DR012,Buah merah,81.2,87.0,2.6,2.7,13.1,4.0,0.4,30.0,1.0,1.1,110.0,140.0,0.1,0.3,0.0,0.0,0.0,1.5,0.1,0.2,15.0,100.0,Tunggal,Sayur,KZGMI-2001
DR013,"Buncis, segar",89.6,34.0,2.4,0.3,7.2,1.9,0.5,101.0,42.0,0.7,8.0,250.0,0.07,0.3,0.0,772.0,550.0,0.05,0.4,2.8,11.0,90.0,Tunggal,Sayur,KZGPI-1990
DR014,"Bunga pepaya, segar",87.3,45.0,2.6,0.3,8.1,1.6,1.7,290.0,113.0,4.2,2.0,478.3,0.08,0.8,0.0,2.792,5.0,0.01,0.28,1.0,23.0,100.0,Tunggal,Sayur,KZGPI-1990
DR015,"Bunga turi, segar",90.4,42.0,2.0,1.1,6.1,3.3,0.4,28.0,23.0,0.8,97.0,97.4,0.1,0.6,0.0,1.0,0.1,0.5,0.02,0.4,1.0,96.0,Tunggal,Sayur,BKP
DR016,"Caisin, segar",93.6,20.0,1.7,0.4,3.4,1.2,0.9,123.0,40.0,1.9,18.0,358.2,0.05,1.4,0.0,1.675,4.188,0.04,0.19,0.6,3.0,100.0,Tunggal,Sayur,KZGPI-1990
DR017,"Daun bangun-bangun, segar",92.5,27.0,1.3,0.6,4.0,1.0,1.6,279.0,40.0,13.6,4.0,144.0,0.0,0.0,0.0,1.489,13.288,0.16,0.1,0.0,5.0,66.0,Tunggal,Sayur,KZGPI-1990
DR018,"Daun bawang merah, segar",89.1,41.0,2.0,0.3,7.8,2.1,0.8,60.0,40.0,2.3,30.0,90.0,0.1,0.3,0.0,218.0,0.0,0.1,0.1,0.2,11.0,67.0,Tunggal,Sayur,KZGMI-2001
DR019,"Daun bebuas, segar",87.9,41.0,2.7,1.0,7.3,2.1,1.1,29.0,245.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.099,0.01,0.0,0.0,3.0,49.0,Tunggal,Sayur,KZGPI-1990
DR020,"Daun belem, segar",84.6,50.0,4.4,1.4,7.8,1.9,1.8,698.0,151.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,13.072,0.05,0.0,0.0,21.0,81.0,Tunggal,Sayur,KZGPI-1990
DR021,"Daun bluntas, segar",86.0,44.0,1.8,0.5,9.4,0.0,2.3,256.0,49.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.02,0.0,0.0,30.0,65.0,Tunggal,Sayur,DABM-1964
DR022,"Daun gandaria, segar",81.0,63.0,3.1,0.3,14.0,2.1,1.6,40.0,45.0,4.7,3.0,127.7,0.0,0.0,0.0,503.0,600.0,0.04,0.04,0.2,61.0,65.0,Tunggal,Sayur,DABM-1964
DR023,"Daun gedi besar, segar",84.0,58.0,2.9,0.7,10.0,3.3,2.4,440.0,100.0,1.9,30.0,40.0,0.2,2.1,0.0,596.0,0.0,0.4,0.5,2.8,11.0,65.0,Tunggal,Sayur,KZGMI-2001
DR024,"Daun gedi kecil, segar",83.7,61.0,3.2,0.7,10.4,3.4,2.0,420.0,70.0,1.7,20.0,50.0,0.1,1.4,0.0,607.0,0.0,0.4,0.3,2.9,11.0,65.0,Tunggal,Sayur,KZGMI-2001
DR025,"Daun gelang, segar",90.3,30.0,1.3,0.7,5.8,1.3,1.9,350.0,210.0,11.9,5.0,333.3,0.31,1.2,0.0,4.701,1.954,0.01,0.14,0.7,1.0,52.0,Tunggal,Sayur,KZGPI-1990
DR026,"Daun gunda bali, segar",86.4,50.0,4.6,0.9,7.0,1.4,1.1,167.0,62.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.571,0.05,0.0,0.0,20.0,49.0,Tunggal,Sayur,KZGPI-1990
DR027,"Daun gunda serang, segar",84.6,62.0,4.2,0.9,9.2,1.3,1.1,171.0,64.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.347,0.02,0.0,0.0,20.0,47.0,Tunggal,Sayur,KZGPI-1990
DR028,"Daun jambu mete muda, segar",78.0,78.0,4.6,0.5,16.2,3.0,0.7,33.0,64.0,8.9,14.0,670.5,0.0,0.0,0.0,4.484,2.689,0.02,1.12,1.1,65.0,65.0,Tunggal,Sayur,DABM-1964
DR029,"Daun jampang, segar",88.9,34.0,3.8,0.5,5.3,1.4,1.5,21.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.357,0.03,0.0,0.0,3.0,47.0,Tunggal,Sayur,KZGPI-1990
DR030,"Daun jawaw seluang, segar",77.2,93.0,5.0,1.3,15.3,3.9,1.2,146.0,103.0,5.3,2.0,434.0,0.5,1.5,0.0,0.0,0.0,0.1,0.7,0.0,9.0,0.0,Tunggal,Sayur,KZGMI-2001
DR031,"Daun jonghe, segar",91.4,27.0,2.1,0.7,4.4,2.0,1.4,253.0,192.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,5.057,0.01,0.0,0.0,1.0,45.0,Tunggal,Sayur,KZGPI-1990
